ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,3.2,9,1.77797,-8.9,0.25,,32.9,-1.09,-0.804,,-0.14473,-0.40873,,-0.207,,0.0,,,-0.07102,-2.85152,0.489,0.568
GRRR,Gorilla Technology Group Inc.,Technology,Software—Infrastructure,2.0,,,-1.28,-0.33,,-6.5757575,,0.416,5.2163463,-0.50852,0.0,,-0.683,,0.0,,83.63,-0.13494,-2.3508701,1.641,1.69
GRRRW,,,,,,,,,,,,,,,,,,,,,,,,,
GRTS,"Gritstone bio, Inc.",Healthcare,Biotechnology,2.1,7,0.518294,-1.19,-1.32,,-1.3295454,,1.604,1.0941397,0.0,0.0,,-0.66,,0.0,,34.625,-0.34813,-0.75592005,5.933,6.273
GRTX,"Galera Therapeutics, Inc.",Healthcare,Biotechnology,1.5,8,1.727416,-2.09,-1.61,,-1.3465838,-0.04,-2.275,,0.0,0.0,,,,0.0,,,-0.49644002,,3.844,4.089
GRVY,"GRAVITY Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,,,0.275372,11.15,,6.995516,,,53193.887,0.0014663339,0.23719,0.19112,1.219,0.862,,0.0,,0.765,0.19313,0.32548,4.614,4.651
GRWG,GrowGeneration Corp.,Consumer Cyclical,Specialty Retail,2.2,10,3.02771,-2.79,-0.19,,-17.026316,-0.57,3.452,0.9371379,-0.0941,-0.65042,,-0.305,,0.0,,21.911,-0.068969995,-0.56522,2.394,4.939
GRX,The Gabelli Healthcare & Wellne,Financial Services,Asset Management,,,,-2.75,,,,,,,0.0,0.0,,,0.0619,,5.18,,,,,
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,2.3,6,1.384828,23.51,36.42,14.7490425,9.520868,1.26,303.873,1.1411017,0.0,0.20214,-0.601,-0.082,0.031600002,0.4255,2.05,545.485,0.00557,0.075040005,1.535,1.642
GSAT,"Globalstar, Inc.",Communication Services,Telecom Services,2.2,9,0.528229,-0.13,-0.01,,-124.0,-7.67,0.174,7.126437,0.35323003,-1.10651,,0.497,,0.0,,116.64,-0.01526,-0.66129,0.55,0.696
GSBC,"Great Southern Bancorp, Inc.",Financial Services,Banks—Regional,3.0,7,0.744717,6.48,5.06,8.487655,10.869565,1.66,45.643,1.205004,0.0,0.33558,0.056,0.029,0.028900001,0.2469,2.59,,0.01411,0.1451,,
GSBD,"Goldman Sachs BDC, Inc.",Financial Services,Asset Management,3.0,,,0.42,2.16,34.45238,6.699074,-2.92,14.588,0.9919112,0.0,0.21343,2.275,0.447,0.1234,2.1429,10.18,122.429,0.05953,0.05649,0.871,0.871
GSD,Global Systems Dynamics Inc.,Financial Services,Shell Companies,,,,-0.06,,,,,-0.392,,0.0,0.0,,,,0.0,,,-0.01069,,0.004,0.03
GSDWW,,,,,,,,,,,,,,,,,,,,,,,,,
GSHD,"Goosehead Insurance, Inc.",Financial Services,Insurance—Diversified,2.7,10,1.216834,0.13,1.6,501.53845,40.749996,1.46,1.241,52.53827,0.13633001,0.025309999,7.971,0.307,,0.0,,,0.05143,,1.033,1.399
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,,,0.778316,-0.69,-0.55,,-6.9545455,,1.954,1.9575231,-0.6788,-0.64891,,-0.373,,0.0,,,-0.18441,-0.31154,4.93,6.128
GSK,GSK plc,Healthcare,Drug Manufacturers—General,2.8,10,0.308856,3.25,3.94,10.806153,8.913705,2.03,6.262,5.6084313,0.3366,0.52601004,0.923,0.036,0.040700004,0.46220002,5.18,176.61,0.06708,0.33219,0.615,0.875
GSL,Global Ship Lease Inc New,Industrials,Marine Shipping,1.5,,1.687911,7.91,8.97,2.582933,2.2777033,0.2,30.491,0.6700666,0.64259005,0.50205004,0.452,0.115,0.0734,0.1761,,85.038,0.10411,0.33501998,0.443,0.77
GSM,Ferroglobe PLC,Basic Materials,Other Industrial Metals & Mining,2.0,,2.233113,1.65,1.05,3.2424242,5.095238,0.43,3.505,1.5263908,0.27344,0.13582,-0.863,-0.44,,0.0,,69.678,0.18348,0.56176,1.053,1.772
GSMG,Glory Star New Media Group Hold,Communication Services,Advertising Agencies,2.0,,-1.044563,0.4,0.48,1.25475,1.0456251,,2.531,0.19830108,0.1885,0.17119,-0.148,0.074,,0.0,,2.956,0.08328,0.15929,5.122,5.587
GSMGW,Glory Star New Media Group Hold,Communication Services,Advertising Agencies,,,-1.044563,0.54,,0.01648148,,,2.531,0.0035163967,0.1885,0.17119,-0.148,0.074,,,,2.956,0.08328,0.15929,5.122,5.587
GSUN,Golden Sun Education Group Limi,Consumer Defensive,Education & Training Services,,,,-0.15,,,,,0.479,1.6711899,-0.12674,-0.19782,,-0.527,,0.0,,38.536,-0.06402,-3.8775,1.67,1.76
GT,The Goodyear Tire & Rubber Comp,Consumer Cyclical,Auto Parts,2.4,3,1.773467,0.02,1.43,657.00006,9.188811,27.58,18.01,0.7295947,0.06622,-0.01801,,-0.066,,0.0,,186.497,0.010880001,-0.06855,0.586,1.276
GTACU,Global Technology Acquisition C,Financial Services,Shell Companies,,,,0.448,,25.17857,,,-0.204,,0.0,0.0,-0.853,,,,,,-0.00214,,12.475,16.55
GTBP,"GT Biopharma, Inc.",Healthcare,Biotechnology,2.5,,,-0.51,-0.33,,-0.8999999,,0.359,0.82729805,0.0,0.0,,,,0.0,,,,,,
GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,2.6,4,1.759958,3.05,0.79,2.2688525,8.759494,-3.44,11.639,0.5945528,0.63550997,0.081199996,,-0.233,,0.0,,153.221,0.096140005,0.13545999,0.323,0.464
GTEC,Greenland Technologies Holding ,Industrials,Specialty Industrial Machinery,2.0,,1.811454,0.25,0.28,6.7196,5.999643,,5.613,0.29928738,0.087419994,0.03848,-0.303,-0.244,,0.0,,13.541,0.01929,0.074260004,1.617,2.051
GTES,Gates Industrial Corporation pl,Industrials,Specialty Industrial Machinery,2.5,8,1.571527,0.75,1.35,15.533333,8.629629,1.42,11.644,1.0005152,0.18169,0.06357,0.219,0.033,,0.0,,79.64,0.037750002,0.07421,1.902,2.975
GTH,Genetron Holdings Limited,Healthcare,Diagnostics & Research,2.0,,0.558789,-1.14,-0.16,,-5.82375,,5.965,0.15621123,-1.00083,-1.24235,,0.371,,0.0,,28.917,-0.35196,-0.922,1.531,1.818
GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology,1.9,7,1.853134,-2.75,-0.89,,-2.275281,,1.113,1.819407,-0.74163,-0.87262,,3.009,,0.0,,97.19,-0.24892001,-1.25622,3.462,4.141
GTIM,Good Times Restaurants Inc.,Consumer Cyclical,Restaurants,2.0,,2.021475,0.83,0.02,3.4457831,143.0,,2.877,0.994091,0.04618,0.072280005,0.859,-0.024,,0.0,,145.838,0.01849,0.33962002,0.324,0.528
GTLB,GitLab Inc.,Technology,Software—Application,2.2,,,-1.32,0.03,,1514.0,-8.89,5.013,9.060443,-0.4644,-0.42837003,,0.452,,0.0,,0.177,-0.121029995,-0.25337,3.435,3.585
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,2.1,2,1.554554,1.14,10.15,151.1228,16.9734,0.68,63.713,2.7040007,0.17762,-0.0022200001,-0.859,1.243,,0.0,,156.715,0.02698,0.02411,0.751,1.385
GTN,"Gray Television, Inc.",Communication Services,Broadcasting,2.4,8,1.608936,3.39,4.41,2.7669616,2.1269841,-0.46,22.222,0.4221042,0.32601002,0.07427,,-0.063,0.0356,0.1385,,232.251,0.04753,0.10273,1.081,1.434
GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts,2.0,2,1.291037,0.74,1.22,10.405405,6.3114753,0.9,-2.356,,0.16344,0.09649,,0.177,,0.0,,,0.12630999,,0.817,1.148
GTY,Getty Realty Corporation,Real Estate,REIT—Retail,2.9,3,0.88604,1.77,1.29,17.652542,24.220932,,17.031,1.8345958,0.78268,0.39477003,-0.594,0.085,0.0543,1.2143,4.97,80.377,0.03706,0.08437,1.47,3.37
GUG,,,,,,,,,,,,,,0.0,0.0,,,0.0994,,,,,,,
GURE,"Gulf Resources, Inc.",Basic Materials,Chemicals,,,0.452372,0.95,,2.3052633,,,26.346,0.08312457,0.42396,0.14476,,0.042,,0.0,,3.707,0.03108,0.03418,10.591,11.025
GUT,Gabelli Utility Trust (The),Financial Services,Asset Management,,,0.668514,-0.25,,,,,3.654,1.9074986,0.0,-1.92896,,0.406,0.0871,,8.13,,0.00909,-0.0511,0.922,1.136
GVA,Granite Construction Incorporat,Industrials,Engineering & Construction,2.2,3,1.412192,1.75,4.17,24.182858,10.148681,2.03,20.527,2.0616748,0.04447,0.015759999,,0.058,0.0123000005,0.53610003,1.69,54.813,0.01421,0.0374,1.56,1.719
GVP,"GSE Systems, Inc.",Technology,Software—Application,2.0,,1.197436,-0.7,-0.15,,-3.0299997,-0.02,0.347,1.3097982,-0.13125,-0.32073003,,-0.114,,0.0,,38.035,-0.13818,-1.05252,0.749,0.862
GWAV,"Greenwave Technology Solutions,",Industrials,Waste Management,,,1.87842,-8.55,,,,,1.005,1.0945274,-0.17798,-1.02395,,-0.088,,0.0,,133.659,-0.15564999,-5.40216,0.028,0.053
GWH,"ESS Tech, Inc.",Industrials,Electrical Equipment & Parts,2.1,10,2.050658,-0.62,-0.47,,-3.574468,0.06,0.76,2.2105262,0.0,0.0,,,,0.0,,4.382,-0.35189998,-0.59467,5.199,5.432
GWRE,"Guidewire Software, Inc.",Technology,Software—Application,2.3,3,1.233806,-1.84,0.55,,148.58182,-6.7,14.626,5.5873103,-0.16178,-0.17626,,0.051,,0.0,,36.779,-0.04936,-0.11729,3.431,3.654
GWRS,"Global Water Resources, Inc.",Utilities,Utilities—Regulated Water,1.5,6,0.738136,0.3,0.29,41.766663,43.206898,3.15,1.901,6.5912676,0.42725,0.1481,1.548,0.309,0.023599999,0.9874,2.29,251.861,0.019960001,0.18882999,0.425,0.506
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,2.7,2,1.206789,32.62,38.47,21.87247,18.546398,0.71,58.702,12.15427,0.16938,0.11038,0.291,0.09,0.0104,0.2024,1.54,86.21,0.20698,0.64546996,1.528,2.783
GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics,1.9,3,1.848817,1.54,3.1,42.42857,21.07742,3.09,23.358,2.7973285,0.076869994,0.02101,0.23,0.11,,0.0,,144.646,0.026989998,0.0752,0.842,0.96
GYRO,"Gyrodyne , LLC",Real Estate,Real Estate Services,,,0.569449,0.19,,57.842106,,,34.537,0.31820947,-1.1251999,-1.37054,,-0.018,,0.0,,69.24,,,,
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,2.5,9,1.372358,5.29,3.54,21.922495,32.759888,4.52,35.127,3.301449,0.22662,0.12581,-0.659,0.093,0.0052,0.0369,,93.053,0.02021,0.12279,0.641,0.759
HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,3.2,6,2.006581,-3.92,0.35,,31.600002,0.03,4.335,2.5513265,-0.01138,-0.060900003,,0.022,,0.0,,927.64,-0.022780001,-0.57352,1.086,1.193
HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies,2.2,3,0.418773,2.28,4.2,39.44737,21.414288,2.45,16.214,5.547058,0.22291,0.09875,2.001,0.149,,0.0,,101.56,0.05508,0.14725,1.845,3.057
HAFC,Hanmi Financial Corporation,Financial Services,Banks—Regional,2.7,1,0.982334,3.21,2.51,6.003115,7.677291,0.91,22.043,0.87420046,0.0,0.36273,-0.183,-0.079,0.051799998,0.31149998,4.46,,0.013739999,0.15271,,
HAIA,Healthcare AI Acquisition Corp.,Financial Services,Shell Companies,,,,0.2,,53.1505,,,-0.419,,0.0,0.0,,,,0.0,,,-0.0033000002,,0.725,1.471
HAIAW,Healthcare AI Acquisition Corp.,,,,,,,,,,,,,,,,,,,,,,,,
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,2.4,1,0.924142,-1.07,0.61,,18.450819,-1.42,11.255,1.0,0.07937,-0.05249,,-0.095,,0.0,,95.31,0.02465,-0.08816,0.917,2.399
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,1.7,4,2.181849,2.71,3.43,14.76845,11.668366,0.55,9.68,4.1345553,0.22584,0.109799996,4.642,0.143,0.0162,0.2066,2.28,103.999,0.11033,0.31307,1.319,2.14
HALL,"Hallmark Financial Services, In",Financial Services,Insurance—Property & Casualty,3.0,4,1.169379,-82.21,0.0,,,,12.942,0.34153146,-0.91079,-0.91433996,,-0.057,,0.0,,504.903,-0.06142,-1.6806599,0.153,0.641
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,2.5,2,1.237963,1.33,3.65,31.796991,11.586301,0.64,0.5,84.58,0.47219002,0.25765,-0.326,0.383,,0.0,,2321.098,0.11687,1.11397,5.119,6.691
HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology,1.9,8,1.547752,-1.63,-0.21,,-3.8,,0.019,42.0,-1.62934,-1.6983099,,0.453,,0.0,,2916.224,-0.34452,-2.79094,1.394,1.446
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,1.6,6,0.72913,0.86,4.98,76.25581,13.168675,57.41,17.611,3.723809,0.14142999,-0.04614,,-0.096,0.0432,,3.25,164.647,0.03934,-0.09335,0.558,1.286
HASI,Hannon Armstrong Sustainable In,Real Estate,REIT—Specialty,2.0,3,1.678212,0.2,2.38,109.350006,9.189075,1.34,18.287,1.1959316,0.0,0.44307,,0.298,0.0646,2.8,4.2,163.843,0.01069,0.02949,10.992,11.133
HAYN,"Haynes International, Inc.",Industrials,Metal Fabrication,2.0,3,1.531693,4.09,4.64,11.929095,10.515087,0.76,32.71,1.4915929,0.14207,0.07883,-0.452,0.106,0.0172,0.2493,2.78,25.688,0.06022,0.11773,1.306,6.513
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,2.2,8,1.058295,0.55,0.74,27.154545,20.182432,-1.54,5.961,2.5054522,0.22299999,0.077080004,-0.552,-0.29,,0.0,,92.173,0.03528,0.061750002,1.828,3.137
HBAN,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,2.6,9,1.097679,1.55,1.28,7.658065,9.2734375,-4.05,11.261,1.0540805,0.0,0.33148998,0.0,0.042,0.0505,0.4,4.52,,0.01316,0.1313,,
HBANL,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,,9,1.097679,,,,,,11.261,2.1321375,0.0,0.33148998,0.0,0.042,0.0436,,,,0.01316,0.1313,,
HBANM,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,,9,1.097679,0.778,,26.529562,,,11.261,1.8328745,0.0,0.33148998,0.0,0.042,0.0685,,,,0.01316,0.1313,,
HBANP,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,,9,1.097679,0.778,,22.673521,,,11.261,1.5664684,0.0,0.33148998,0.0,0.042,0.063200004,,,,0.01316,0.1313,,
HBB,Hamilton Beach Brands Holding C,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,0.702112,0.96,1.6,11.25,6.75,,8.431,1.2809869,0.03504,0.01361,-0.978,-0.071,0.0429,0.6967,2.57,93.337,0.02826,0.07091,0.806,2.104
HBCP,"Home Bancorp, Inc.",Financial Services,Banks—Regional,2.4,7,0.674056,5.02,3.84,7.047809,9.213542,,42.22,0.8379915,0.0,0.31250998,0.175,0.023,0.028299998,0.1865,2.52,,0.01272,0.12532,,
HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,3.2,2,1.626602,-0.87,0.74,,7.4391894,21.01,0.971,5.669413,0.09536,-0.04636,,-0.118,,,4.93,1267.063,0.04442,-0.50001997,0.507,1.717
HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,1.7,,1.620713,-0.05,0.37,,11.621622,1.64,1.762,2.4404087,0.048249997,-0.01758,,0.042,,0.0,,68.766,-0.00791,-0.026719999,0.927,2.259
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,1.9,4,2.060171,0.05,0.88,110.9,6.3011365,0.2,6.009,0.92278254,0.41539,0.00873,-0.917,-0.22,0.0026,0.3,0.32,81.402,0.03262,0.00767,0.772,1.214
HBNC,"Horizon Bancorp, Inc.",Financial Services,Banks—Regional,2.2,6,0.935573,2.02,1.38,6.217822,9.10145,,16.25,0.7729231,0.0,0.35537997,-0.246,-0.125,0.0505,0.3404,3.33,,0.01051,0.11993,,
HBT,"HBT Financial, Inc.",Financial Services,Banks—Regional,2.8,7,0.875804,1.87,2.2,10.828877,9.204545,,14.148,1.4312978,0.0,0.27013,0.186,0.38,0.0336,0.3529,,,0.01227,0.1369,,
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,1.8,5,1.62002,19.85,20.4,13.557682,13.192157,1.45,-8.438,,0.19877,0.0932,0.1,0.07,0.009,0.1146,0.91,8836.876,0.110410005,,0.838,1.203
HCAT,"Health Catalyst, Inc",Healthcare,Health Information Services,2.1,4,1.276755,-2.77,0.11,,114.0,,7.255,1.728463,-0.23452,-0.52527,,0.085,,0.0,,61.149,-0.08407,-0.33437002,4.093,4.239
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,2.4,2,1.175961,13.08,4.16,3.0619266,9.627404,-0.18,31.937,1.2540313,0.42566,0.28491,-0.725,-0.394,0.0069999998,0.0292,0.9,19.521,0.16906999,0.31326,8.407,9.795
HCCI,"Heritage-Crystal Clean, Inc.",Industrials,Waste Management,1.8,9,1.245237,3.8,2.98,12.123684,15.459731,1.21,18.845,2.4446805,0.20204,0.115880005,0.296,0.388,,0.0,,49.175,0.102790006,0.22051,1.257,1.749
HCDI,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,2.0,,0.416058,-46.59,-7.04,,-0.31676137,,8.142,0.27388847,-0.62994,-0.65055,,-0.679,,0.0,,227.354,-0.07001,-0.27809998,0.061,0.098
HCDIP,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,,,0.416058,0.462,,11.082251,,,8.142,0.6288381,-0.62994,-0.65055,,-0.679,0.38729998,,,227.354,-0.07001,-0.27809998,0.061,0.098
HCDIW,"Harbor Custom Development, Inc. Warrant",,,,,,,,,,,,,,,,,,,,,,,,
HCDIZ,"Harbor Custom Development, Inc. Warrant",,,,,,,,,,,,,,,,,,,,,,,,
HCI,"HCI Group, Inc.",Financial Services,Insurance—Property & Casualty,2.0,4,,-4.79,2.74,,24.61314,1.32,18.909,3.5665557,0.0,0.0,,,0.027,,3.02,,,,,
HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,2.0,4,0.877727,1.25,1.66,18.552,13.96988,1.01,2.334,9.935733,0.21035999,0.13522,-0.091,-0.07,0.0188,0.352,2.13,94.975,0.18294,0.35983002,1.488,1.557
HCM,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers—Specialty & Generic,2.0,6,0.905374,-2.08,-1.04,,-13.951923,,4.61,3.1475053,-0.12042,-0.03885,,1.637,,0.0,,5.018,-0.04981,-0.03396,3.006,3.199
HCMAW,HCM Acquisition Corp Warrant,,,,,,,,,,,,,,,,,,,,,,,,
HCP,"HashiCorp, Inc.",Technology,Software—Infrastructure,2.2,,,-1.37,0.06,,482.50003,3.33,6.235,4.6431437,-0.54855,-0.48606,,0.368,,0.0,,1.228,-0.11326,-0.20388001,3.975,4.175
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,2.7,4,0.406304,0.52,0.77,24.923079,16.83117,2.25,6.073,2.1340358,0.03333,0.022550002,0.283,-0.014,,0.82449996,3.74,12.783,0.03783,0.08501001,2.651,2.895
HCTI,"Healthcare Triangle, Inc.",Healthcare,Health Information Services,2.0,,,-2.52,-0.12,,-31.583334,,2.222,1.7056706,-0.18163,-0.24351,,-0.11,,0.0,,31.656,-0.35409,-0.91396004,0.788,0.879
HCVI,Hennessy Capital Investment Cor,Financial Services,Shell Companies,,,,0.22,,46.954544,,,-0.453,,0.0,0.0,-0.882,,,0.0,,,-0.00506,,0.169,0.322
HCVIU,Hennessy Capital Investment Cor,Financial Services,Shell Companies,,,,0.196,,52.755104,,,-0.453,,0.0,0.0,-0.882,,,,,,-0.00506,,0.169,0.322
HCVIW,Hennessy Capital Investment Corp. VI Warrant,,,,,,,,,,,,,,,,,,,,,,,,
HCWB,HCW Biologics Inc.,Healthcare,Biotechnology,2.0,,1.225108,-0.52,-0.66,,-3.030303,,0.909,2.20022,0.0,0.0,,-0.987,,0.0,,20.256,-0.24551001,-0.43683997,6.301,6.621
HCXY,"Hercules Capital, Inc. 6.25% No",,,,,,,,19.29503,,,,,,,,,,,,,,,,
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,2.3,2,0.952892,16.43,15.91,19.948143,20.600124,11.84,0.359,912.947,0.17143999,0.10752,-0.066,-0.042,0.0255,0.47439998,2.25,13654.144,0.19337,,0.215,1.274
HDB,HDFC Bank Limited,Financial Services,Banks—Regional,1.5,,0.714285,3.41,2.65,19.543987,25.149054,1.49,326.0388,0.20440818,0.0,0.40445,0.281,0.314,0.0105,0.2054,,,0.020669999,0.17382999,,
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,2.0,9,1.434707,1.89,1.35,5.5449734,7.7629623,0.3,4.66,2.248927,0.3266,0.22702,-0.512,-0.13,,0.0,,16.603,0.20071,0.3925,1.129,3.831
HE,"Hawaiian Electric Industries, I",Utilities,Utilities—Regulated Electric,3.5,1,0.412192,2.07,2.24,17.144928,15.843751,13.09,20.425,1.7375766,0.17475,0.05835,-0.207,0.182,0.0385,0.6812,3.34,154.903,0.01467,0.09834,6.078,6.141
HEAR,Turtle Beach Corporation,Technology,Consumer Electronics,1.8,2,,-3.39,0.23,,53.608696,-2.21,5.368,2.2969449,0.0,0.0,,,,0.0,,,,,,
HEES,"H&E Equipment Services, Inc.",Industrials,Rental & Leasing Services,1.6,7,2.063733,3.96,4.9,12.323232,9.959184,0.36,12.523,3.8968298,0.20715,0.115,0.587,0.222,0.0221,0.254,3.71,344.189,0.06452,0.40172002,1.01,1.862
HEI,Heico Corporation,Industrials,Aerospace & Defense,2.3,8,1.19709,2.74,3.4,64.27007,51.794117,4.62,20.572,8.560179,0.26904,0.15189,0.226,0.277,0.0011,0.0696,0.13,23.542,0.08225001,0.1421,1.267,2.928
HELE,Helen of Troy Limited,Consumer Defensive,Household & Personal Products,2.1,1,0.667128,5.9,10.27,22.881355,13.145082,1.9,62.867,2.1473906,0.14757,0.06927,-0.079,-0.066,,0.0,,58.043,0.053189997,0.09839,0.908,1.942
HEP,"Holly Energy Partners, L.P.",Energy,Oil & Gas Midstream,3.2,,0.87842,1.77,2.15,11.84887,9.754651,-8.51,6.886,3.0456722,0.58866,0.37974,-0.114,0.029,0.0671,0.814,9.83,160.719,,,,
HEPA,"Hepion Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.0,,1.696224,-11.92,-9.52,,-0.76890755,,9.303,0.78684294,0.0,0.0,,,,0.0,,,-0.42633,-0.78407997,4.387,4.674
HEPS,D-Market Electronic Services & ,Consumer Cyclical,Internet Retail,2.0,,2.588078,-0.2,-1.57,,-1.0515924,,,,-0.097959995,-0.11258,,0.831,,0.0,,13.912,-0.12896,-0.8212,0.724,1.063
HEQ,John Hancock Hedged Equity & In,Financial Services,Asset Management,,,,-0.15,,,,,,,0.0,0.0,,,0.105100006,,10.57,,,,,
HES,Hess Corporation,Energy,Oil & Gas E&P,2.3,4,1.596813,6.56,8.34,23.655487,18.606714,4.59,27.055,5.735723,0.48087,0.1402,-0.819,-0.223,0.0114,0.3392,1.52,104.1,0.088690005,0.21861,1.35,1.541
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,2.2,,1.577416,1.99,2.49,15.427136,12.329317,1.28,5.313,5.77828,0.7615,0.07103,0.0,0.034,0.075500004,1.1424,7.68,705.773,0.13557,1.29958,0.761,0.767
HFBL,"Home Federal Bancorp, Inc. of L",Financial Services,Banks—Regional,,,0.471077,1.72,,8.837209,,,16.759,0.9069753,0.0,0.25035998,0.277,0.163,0.032899998,0.2667,2.12,,0.00912,0.11088,,
HFFG,HF Foods Group Inc.,Consumer Defensive,Food Distribution,,7,1.639125,-0.16,,,,,5.329,1.0020642,0.02036,-0.0072399997,,0.056,,0.0,,66.621,-0.0017200001,-0.029460002,0.421,1.235
HFRO,Highland Floating Rate Opportun,Financial Services,Asset Management,,,,0.44,,19.022728,,,,,0.0,0.0,,,0.1097,2.1,8.47,,,,,
HFWA,Heritage Financial Corporation,Financial Services,Banks—Regional,2.7,2,0.569449,2.29,1.79,8.266376,10.575419,1.42,23.389,0.80935484,0.0,0.31026,-0.077,0.05,0.045700002,0.3755,3.12,,0.0112,0.09948,,
HGBL,Heritage Global Inc.,Financial Services,Capital Markets,2.0,,1.286802,0.48,0.31,7.887917,12.213549,,1.39,2.723885,0.13641,0.32633,3.386,0.775,,0.0,,15.601,0.06723,0.41789,0.791,1.401
HGLB,Highland Global Allocation Fund,,,,,,-0.02,,,,,,,0.0,0.0,,,0.1167,,,,,,,
HGTY,"Hagerty, Inc.",Financial Services,Insurance—Property & Casualty,3.0,,0.719019,-0.09,0.27,,31.518518,,0.745,11.422819,-0.008,0.0029499999,,0.301,,0.0,,47.061,-0.02537,-0.08805,0.399,1.332
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,2.5,5,2.020782,3.09,4.35,15.019418,10.668965,0.51,19.149,2.4236252,0.26347,0.10317001,0.183,0.033,,0.0,,185.606,0.057579998,0.18221001,2.291,3.729
HHC,Howard Hughes Corporation (The),Real Estate,Real Estate—Diversified,1.8,1,1.473848,3.17,3.06,26.182964,27.124184,-3.31,70.841,1.1716379,0.33902,0.10012999,,-0.066,,0.0,,134.844,0.022119999,0.0448,1.207,1.809
HHGC,HHG Capital Corporation,Financial Services,Shell Companies,,,,-1.3,,,,,-0.309,,0.0,0.0,,,,0.0,,,-0.00548,0.26233,0.912,1.198
HHGCR,HHG Capital Corporation,,,,,,,,,,,,,,,,,,,,,,,,
HHGCU,HHG Capital Corporation,Financial Services,Shell Companies,,,,-0.045,,,,,-0.309,,0.0,0.0,,,,,,,-0.00548,0.26233,0.912,1.198
HHGCW,HHG Capital Corporation Warrant,,,,,,,,,,,,,,,,,,,,,,,,
HHLA,HH&L Acquisition Co.,Financial Services,Shell Companies,,,-0.0071,-0.47,,,,,-0.705,,0.0,0.0,-0.854,,,0.0,,,-0.01228,,0.019,0.035
HHRS,Hammerhead Energy Inc.,Energy,Oil & Gas E&P,2.2,,,0.83,1.94,11.0240965,4.7164946,,14.462,0.6326926,0.76254,0.03097,-0.849,-0.296,,0.0,,27.514,0.12966,0.01757,0.569,0.905
HHRSW,Hammerhead Energy Inc. Warrant,,,,,,,,,,,,,,,,,,,,,,,,
HHS,"Harte-Hanks, Inc.",Industrials,Conglomerates,,,0.864218,4.26,1.51,1.3638496,3.847682,-0.37,2.801,2.074259,0.06482,0.15974,,-0.04,,0.0,,105.023,0.05559,6.4525,1.504,1.625
HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,1.7,1,1.476619,2.91,3.89,16.035498,11.995707,1.14,23.662,1.9720775,0.17451,0.18474,-0.101,0.236,0.0183,0.2831,2.23,85.423,0.06487,0.16038,0.754,1.343
